,Year,County,Income Poverty Ratio Category,Not Insured
4257,2017,Scott,All Incomes,2035
4258,2017,Scott,<= 200% of Poverty,1288
4259,2017,Scott,<= 250% of Poverty,1499
4260,2017,Scott,<= 138% of Poverty,987
4261,2017,Scott,<= 400% of Poverty,1863
4262,2017,Scott,138% to 400% of Poverty,876
4263,2017,Sequatchie,All Incomes,1313
4264,2017,Sequatchie,<= 200% of Poverty,779
4265,2017,Sequatchie,<= 250% of Poverty,917
4266,2017,Sequatchie,<= 138% of Poverty,555
4267,2017,Sequatchie,<= 400% of Poverty,1150
4268,2017,Sequatchie,138% to 400% of Poverty,595
4269,2017,Sevier,All Incomes,12956
4270,2017,Sevier,<= 200% of Poverty,7886
4271,2017,Sevier,<= 250% of Poverty,9392
4272,2017,Sevier,<= 138% of Poverty,5195
4273,2017,Sevier,<= 400% of Poverty,11611
4274,2017,Sevier,138% to 400% of Poverty,6416
4275,2017,Shelby,All Incomes,93094
4276,2017,Shelby,<= 200% of Poverty,56783
4277,2017,Shelby,<= 250% of Poverty,66050
4278,2017,Shelby,<= 138% of Poverty,40001
4279,2017,Shelby,<= 400% of Poverty,81545
4280,2017,Shelby,138% to 400% of Poverty,41544
4281,2017,Smith,All Incomes,1678
4282,2017,Smith,<= 200% of Poverty,959
4283,2017,Smith,<= 250% of Poverty,1148
4284,2017,Smith,<= 138% of Poverty,630
4285,2017,Smith,<= 400% of Poverty,1491
4286,2017,Smith,138% to 400% of Poverty,861
4287,2017,Stewart,All Incomes,1273
4288,2017,Stewart,<= 200% of Poverty,728
4289,2017,Stewart,<= 250% of Poverty,879
4290,2017,Stewart,<= 138% of Poverty,513
4291,2017,Stewart,<= 400% of Poverty,1114
4292,2017,Stewart,138% to 400% of Poverty,601
4293,2017,Sullivan,All Incomes,12489
4294,2017,Sullivan,<= 200% of Poverty,7241
4295,2017,Sullivan,<= 250% of Poverty,8704
4296,2017,Sullivan,<= 138% of Poverty,4867
4297,2017,Sullivan,<= 400% of Poverty,10994
4298,2017,Sullivan,138% to 400% of Poverty,6127
4299,2017,Sumner,All Incomes,15226
4300,2017,Sumner,<= 200% of Poverty,7358
4301,2017,Sumner,<= 250% of Poverty,9217
4302,2017,Sumner,<= 138% of Poverty,4706
4303,2017,Sumner,<= 400% of Poverty,12654
4304,2017,Sumner,138% to 400% of Poverty,7948
4305,2017,Tipton,All Incomes,4695
4306,2017,Tipton,<= 200% of Poverty,2444
4307,2017,Tipton,<= 250% of Poverty,2981
4308,2017,Tipton,<= 138% of Poverty,1655
4309,2017,Tipton,<= 400% of Poverty,3999
4310,2017,Tipton,138% to 400% of Poverty,2344
4311,2017,Trousdale,All Incomes,878
4312,2017,Trousdale,<= 200% of Poverty,492
4313,2017,Trousdale,<= 250% of Poverty,594
4314,2017,Trousdale,<= 138% of Poverty,330
4315,2017,Trousdale,<= 400% of Poverty,770
4316,2017,Trousdale,138% to 400% of Poverty,440
4317,2017,Unicoi,All Incomes,1665
4318,2017,Unicoi,<= 200% of Poverty,1072
4319,2017,Unicoi,<= 250% of Poverty,1256
4320,2017,Unicoi,<= 138% of Poverty,787
4321,2017,Unicoi,<= 400% of Poverty,1519
4322,2017,Unicoi,138% to 400% of Poverty,732
4323,2017,Union,All Incomes,2031
4324,2017,Union,<= 200% of Poverty,1249
4325,2017,Union,<= 250% of Poverty,1483
4326,2017,Union,<= 138% of Poverty,917
4327,2017,Union,<= 400% of Poverty,1841
4328,2017,Union,138% to 400% of Poverty,924
4329,2017,Van Buren,All Incomes,551
4330,2017,Van Buren,<= 200% of Poverty,349
4331,2017,Van Buren,<= 250% of Poverty,421
4332,2017,Van Buren,<= 138% of Poverty,265
4333,2017,Van Buren,<= 400% of Poverty,509
4334,2017,Van Buren,138% to 400% of Poverty,244
4335,2017,Warren,All Incomes,4879
4336,2017,Warren,<= 200% of Poverty,3024
4337,2017,Warren,<= 250% of Poverty,3533
4338,2017,Warren,<= 138% of Poverty,2148
4339,2017,Warren,<= 400% of Poverty,4434
4340,2017,Warren,138% to 400% of Poverty,2286
4341,2017,Washington,All Incomes,11411
4342,2017,Washington,<= 200% of Poverty,6833
4343,2017,Washington,<= 250% of Poverty,8009
4344,2017,Washington,<= 138% of Poverty,4768
4345,2017,Washington,<= 400% of Poverty,10145
4346,2017,Washington,138% to 400% of Poverty,5377
4347,2017,Wayne,All Incomes,1341
4348,2017,Wayne,<= 200% of Poverty,804
4349,2017,Wayne,<= 250% of Poverty,949
4350,2017,Wayne,<= 138% of Poverty,585
4351,2017,Wayne,<= 400% of Poverty,1210
4352,2017,Wayne,138% to 400% of Poverty,625
4353,2017,Weakley,All Incomes,2657
4354,2017,Weakley,<= 200% of Poverty,1660
4355,2017,Weakley,<= 250% of Poverty,1949
4356,2017,Weakley,<= 138% of Poverty,1201
4357,2017,Weakley,<= 400% of Poverty,2398
4358,2017,Weakley,138% to 400% of Poverty,1197
4359,2017,White,All Incomes,2384
4360,2017,White,<= 200% of Poverty,1527
4361,2017,White,<= 250% of Poverty,1792
4362,2017,White,<= 138% of Poverty,1087
4363,2017,White,<= 400% of Poverty,2188
4364,2017,White,138% to 400% of Poverty,1101
4365,2017,Williamson,All Incomes,12631
4366,2017,Williamson,<= 200% of Poverty,5430
4367,2017,Williamson,<= 250% of Poverty,6814
4368,2017,Williamson,<= 138% of Poverty,3225
4369,2017,Williamson,<= 400% of Poverty,9562
4370,2017,Williamson,138% to 400% of Poverty,6337
4371,2017,Wilson,All Incomes,9956
4372,2017,Wilson,<= 200% of Poverty,4785
4373,2017,Wilson,<= 250% of Poverty,5972
4374,2017,Wilson,<= 138% of Poverty,3034
4375,2017,Wilson,<= 400% of Poverty,8234
4376,2017,Wilson,138% to 400% of Poverty,5200
4377,time,,IPR_DESC,NUI_PT
4378,2018,Anderson,All Incomes,6990
4379,2018,Anderson,<= 200% of Poverty,4108
4380,2018,Anderson,<= 250% of Poverty,4959
4381,2018,Anderson,<= 138% of Poverty,2861
4382,2018,Anderson,<= 400% of Poverty,6204
4383,2018,Anderson,138% to 400% of Poverty,3343
4384,2018,Bedford,All Incomes,6029
4385,2018,Bedford,<= 200% of Poverty,3658
4386,2018,Bedford,<= 250% of Poverty,4318
4387,2018,Bedford,<= 138% of Poverty,2431
4388,2018,Bedford,<= 400% of Poverty,5435
4389,2018,Bedford,138% to 400% of Poverty,3004
4390,2018,Benton,All Incomes,1552
4391,2018,Benton,<= 200% of Poverty,978
4392,2018,Benton,<= 250% of Poverty,1134
4393,2018,Benton,<= 138% of Poverty,730
4394,2018,Benton,<= 400% of Poverty,1384
4395,2018,Benton,138% to 400% of Poverty,654
4396,2018,Bledsoe,All Incomes,1660
4397,2018,Bledsoe,<= 200% of Poverty,1025
4398,2018,Bledsoe,<= 250% of Poverty,1193
4399,2018,Bledsoe,<= 138% of Poverty,722
4400,2018,Bledsoe,<= 400% of Poverty,1476
4401,2018,Bledsoe,138% to 400% of Poverty,754
4402,2018,Blount,All Incomes,11788
4403,2018,Blount,<= 200% of Poverty,6374
4404,2018,Blount,<= 250% of Poverty,7766
4405,2018,Blount,<= 138% of Poverty,4083
4406,2018,Blount,<= 400% of Poverty,10182
4407,2018,Blount,138% to 400% of Poverty,6099
4408,2018,Bradley,All Incomes,11670
4409,2018,Bradley,<= 200% of Poverty,6663
4410,2018,Bradley,<= 250% of Poverty,8118
4411,2018,Bradley,<= 138% of Poverty,4576
4412,2018,Bradley,<= 400% of Poverty,10280
4413,2018,Bradley,138% to 400% of Poverty,5704
4414,2018,Campbell,All Incomes,4041
4415,2018,Campbell,<= 200% of Poverty,2416
4416,2018,Campbell,<= 250% of Poverty,2814
4417,2018,Campbell,<= 138% of Poverty,1692
4418,2018,Campbell,<= 400% of Poverty,3628
4419,2018,Campbell,138% to 400% of Poverty,1936
4420,2018,Cannon,All Incomes,1464
4421,2018,Cannon,<= 200% of Poverty,835
4422,2018,Cannon,<= 250% of Poverty,985
4423,2018,Cannon,<= 138% of Poverty,575
4424,2018,Cannon,<= 400% of Poverty,1282
4425,2018,Cannon,138% to 400% of Poverty,707
4426,2018,Carroll,All Incomes,2436
4427,2018,Carroll,<= 200% of Poverty,1406
4428,2018,Carroll,<= 250% of Poverty,1664
4429,2018,Carroll,<= 138% of Poverty,968
4430,2018,Carroll,<= 400% of Poverty,2145
4431,2018,Carroll,138% to 400% of Poverty,1177
4432,2018,Carter,All Incomes,5690
4433,2018,Carter,<= 200% of Poverty,3517
4434,2018,Carter,<= 250% of Poverty,4172
4435,2018,Carter,<= 138% of Poverty,2572
4436,2018,Carter,<= 400% of Poverty,5154
4437,2018,Carter,138% to 400% of Poverty,2582
4438,2018,Cheatham,All Incomes,4006
4439,2018,Cheatham,<= 200% of Poverty,1991
4440,2018,Cheatham,<= 250% of Poverty,2430
4441,2018,Cheatham,<= 138% of Poverty,1261
4442,2018,Cheatham,<= 400% of Poverty,3382
4443,2018,Cheatham,138% to 400% of Poverty,2121
4444,2018,Chester,All Incomes,1667
4445,2018,Chester,<= 200% of Poverty,973
4446,2018,Chester,<= 250% of Poverty,1174
4447,2018,Chester,<= 138% of Poverty,680
4448,2018,Chester,<= 400% of Poverty,1500
4449,2018,Chester,138% to 400% of Poverty,820
4450,2018,Claiborne,All Incomes,2858
4451,2018,Claiborne,<= 200% of Poverty,1742
4452,2018,Claiborne,<= 250% of Poverty,2076
4453,2018,Claiborne,<= 138% of Poverty,1218
4454,2018,Claiborne,<= 400% of Poverty,2605
4455,2018,Claiborne,138% to 400% of Poverty,1387
4456,2018,Clay,All Incomes,761
4457,2018,Clay,<= 200% of Poverty,489
4458,2018,Clay,<= 250% of Poverty,571
4459,2018,Clay,<= 138% of Poverty,361
4460,2018,Clay,<= 400% of Poverty,699
4461,2018,Clay,138% to 400% of Poverty,338
4462,2018,Cocke,All Incomes,3301
4463,2018,Cocke,<= 200% of Poverty,2087
4464,2018,Cocke,<= 250% of Poverty,2404
4465,2018,Cocke,<= 138% of Poverty,1521
4466,2018,Cocke,<= 400% of Poverty,2978
4467,2018,Cocke,138% to 400% of Poverty,1457
4468,2018,Coffee,All Incomes,5296
4469,2018,Coffee,<= 200% of Poverty,3037
4470,2018,Coffee,<= 250% of Poverty,3623
4471,2018,Coffee,<= 138% of Poverty,1999
4472,2018,Coffee,<= 400% of Poverty,4653
4473,2018,Coffee,138% to 400% of Poverty,2654
4474,2018,Crockett,All Incomes,1663
4475,2018,Crockett,<= 200% of Poverty,981
4476,2018,Crockett,<= 250% of Poverty,1166
4477,2018,Crockett,<= 138% of Poverty,668
4478,2018,Crockett,<= 400% of Poverty,1491
4479,2018,Crockett,138% to 400% of Poverty,823
4480,2018,Cumberland,All Incomes,5178
4481,2018,Cumberland,<= 200% of Poverty,3023
4482,2018,Cumberland,<= 250% of Poverty,3648
4483,2018,Cumberland,<= 138% of Poverty,2006
4484,2018,Cumberland,<= 400% of Poverty,4601
4485,2018,Cumberland,138% to 400% of Poverty,2595
4486,2018,Davidson,All Incomes,81497
4487,2018,Davidson,<= 200% of Poverty,45502
4488,2018,Davidson,<= 250% of Poverty,54976
4489,2018,Davidson,<= 138% of Poverty,30180
4490,2018,Davidson,<= 400% of Poverty,70648
4491,2018,Davidson,138% to 400% of Poverty,40468
4492,2018,Decatur,All Incomes,1102
4493,2018,Decatur,<= 200% of Poverty,682
4494,2018,Decatur,<= 250% of Poverty,794
4495,2018,Decatur,<= 138% of Poverty,499
4496,2018,Decatur,<= 400% of Poverty,991
4497,2018,Decatur,138% to 400% of Poverty,492
4498,2018,DeKalb,All Incomes,2455
4499,2018,DeKalb,<= 200% of Poverty,1534
4500,2018,DeKalb,<= 250% of Poverty,1793
4501,2018,DeKalb,<= 138% of Poverty,1037
4502,2018,DeKalb,<= 400% of Poverty,2220
4503,2018,DeKalb,138% to 400% of Poverty,1183
4504,2018,Dickson,All Incomes,5622
4505,2018,Dickson,<= 200% of Poverty,3009
4506,2018,Dickson,<= 250% of Poverty,3605
4507,2018,Dickson,<= 138% of Poverty,1978
4508,2018,Dickson,<= 400% of Poverty,4848
4509,2018,Dickson,138% to 400% of Poverty,2870
4510,2018,Dyer,All Incomes,3316
4511,2018,Dyer,<= 200% of Poverty,1923
4512,2018,Dyer,<= 250% of Poverty,2292
4513,2018,Dyer,<= 138% of Poverty,1350
4514,2018,Dyer,<= 400% of Poverty,2918
4515,2018,Dyer,138% to 400% of Poverty,1568
4516,2018,Fayette,All Incomes,3124
4517,2018,Fayette,<= 200% of Poverty,1602
4518,2018,Fayette,<= 250% of Poverty,1939
4519,2018,Fayette,<= 138% of Poverty,1030
4520,2018,Fayette,<= 400% of Poverty,2585
4521,2018,Fayette,138% to 400% of Poverty,1555
4522,2018,Fentress,All Incomes,1874
4523,2018,Fentress,<= 200% of Poverty,1211
4524,2018,Fentress,<= 250% of Poverty,1417
4525,2018,Fentress,<= 138% of Poverty,905
4526,2018,Fentress,<= 400% of Poverty,1708
4527,2018,Fentress,138% to 400% of Poverty,803
4528,2018,Franklin,All Incomes,3639
4529,2018,Franklin,<= 200% of Poverty,2065
4530,2018,Franklin,<= 250% of Poverty,2477
4531,2018,Franklin,<= 138% of Poverty,1394
4532,2018,Franklin,<= 400% of Poverty,3196
4533,2018,Franklin,138% to 400% of Poverty,1802
4534,2018,Gibson,All Incomes,4396
4535,2018,Gibson,<= 200% of Poverty,2543
4536,2018,Gibson,<= 250% of Poverty,3045
4537,2018,Gibson,<= 138% of Poverty,1663
4538,2018,Gibson,<= 400% of Poverty,3857
4539,2018,Gibson,138% to 400% of Poverty,2194
4540,2018,Giles,All Incomes,2763
4541,2018,Giles,<= 200% of Poverty,1593
4542,2018,Giles,<= 250% of Poverty,1899
4543,2018,Giles,<= 138% of Poverty,1067
4544,2018,Giles,<= 400% of Poverty,2448
4545,2018,Giles,138% to 400% of Poverty,1381
4546,2018,Grainger,All Incomes,2498
4547,2018,Grainger,<= 200% of Poverty,1453
4548,2018,Grainger,<= 250% of Poverty,1738
4549,2018,Grainger,<= 138% of Poverty,1013
4550,2018,Grainger,<= 400% of Poverty,2233
4551,2018,Grainger,138% to 400% of Poverty,1220
4552,2018,Greene,All Incomes,6618
4553,2018,Greene,<= 200% of Poverty,3925
4554,2018,Greene,<= 250% of Poverty,4676
4555,2018,Greene,<= 138% of Poverty,2686
4556,2018,Greene,<= 400% of Poverty,5955
4557,2018,Greene,138% to 400% of Poverty,3269
4558,2018,Grundy,All Incomes,1549
4559,2018,Grundy,<= 200% of Poverty,995
4560,2018,Grundy,<= 250% of Poverty,1145
4561,2018,Grundy,<= 138% of Poverty,733
4562,2018,Grundy,<= 400% of Poverty,1402
4563,2018,Grundy,138% to 400% of Poverty,669
4564,2018,Hamblen,All Incomes,7499
4565,2018,Hamblen,<= 200% of Poverty,4745
4566,2018,Hamblen,<= 250% of Poverty,5498
4567,2018,Hamblen,<= 138% of Poverty,3410
4568,2018,Hamblen,<= 400% of Poverty,6814
4569,2018,Hamblen,138% to 400% of Poverty,3404
4570,2018,Hamilton,All Incomes,34725
4571,2018,Hamilton,<= 200% of Poverty,18620
4572,2018,Hamilton,<= 250% of Poverty,22410
4573,2018,Hamilton,<= 138% of Poverty,12451
4574,2018,Hamilton,<= 400% of Poverty,29543
4575,2018,Hamilton,138% to 400% of Poverty,17092
4576,2018,Hancock,All Incomes,607
4577,2018,Hancock,<= 200% of Poverty,396
4578,2018,Hancock,<= 250% of Poverty,462
4579,2018,Hancock,<= 138% of Poverty,303
4580,2018,Hancock,<= 400% of Poverty,564
4581,2018,Hancock,138% to 400% of Poverty,261
4582,2018,Hardeman,All Incomes,2038
4583,2018,Hardeman,<= 200% of Poverty,1278
4584,2018,Hardeman,<= 250% of Poverty,1512
4585,2018,Hardeman,<= 138% of Poverty,898
4586,2018,Hardeman,<= 400% of Poverty,1860
4587,2018,Hardeman,138% to 400% of Poverty,962
4588,2018,Hardin,All Incomes,2504
4589,2018,Hardin,<= 200% of Poverty,1475
4590,2018,Hardin,<= 250% of Poverty,1735
4591,2018,Hardin,<= 138% of Poverty,1053
4592,2018,Hardin,<= 400% of Poverty,2215
4593,2018,Hardin,138% to 400% of Poverty,1162
4594,2018,Hawkins,All Incomes,5143
4595,2018,Hawkins,<= 200% of Poverty,3105
4596,2018,Hawkins,<= 250% of Poverty,3668
4597,2018,Hawkins,<= 138% of Poverty,2153
4598,2018,Hawkins,<= 400% of Poverty,4597
4599,2018,Hawkins,138% to 400% of Poverty,2444
4600,2018,Haywood,All Incomes,1573
4601,2018,Haywood,<= 200% of Poverty,942
4602,2018,Haywood,<= 250% of Poverty,1105
4603,2018,Haywood,<= 138% of Poverty,658
4604,2018,Haywood,<= 400% of Poverty,1406
4605,2018,Haywood,138% to 400% of Poverty,748
4606,2018,Henderson,All Incomes,2740
4607,2018,Henderson,<= 200% of Poverty,1603
4608,2018,Henderson,<= 250% of Poverty,1879
4609,2018,Henderson,<= 138% of Poverty,1098
4610,2018,Henderson,<= 400% of Poverty,2421
4611,2018,Henderson,138% to 400% of Poverty,1323
4612,2018,Henry,All Incomes,2834
4613,2018,Henry,<= 200% of Poverty,1652
4614,2018,Henry,<= 250% of Poverty,1972
4615,2018,Henry,<= 138% of Poverty,1155
4616,2018,Henry,<= 400% of Poverty,2513
4617,2018,Henry,138% to 400% of Poverty,1358
4618,2018,Hickman,All Incomes,2586
4619,2018,Hickman,<= 200% of Poverty,1479
4620,2018,Hickman,<= 250% of Poverty,1760
4621,2018,Hickman,<= 138% of Poverty,982
4622,2018,Hickman,<= 400% of Poverty,2265
4623,2018,Hickman,138% to 400% of Poverty,1283
4624,2018,Houston,All Incomes,823
4625,2018,Houston,<= 200% of Poverty,489
4626,2018,Houston,<= 250% of Poverty,577
4627,2018,Houston,<= 138% of Poverty,341
4628,2018,Houston,<= 400% of Poverty,734
4629,2018,Houston,138% to 400% of Poverty,393
4630,2018,Humphreys,All Incomes,1864
4631,2018,Humphreys,<= 200% of Poverty,1051
4632,2018,Humphreys,<= 250% of Poverty,1255
4633,2018,Humphreys,<= 138% of Poverty,710
4634,2018,Humphreys,<= 400% of Poverty,1625
4635,2018,Humphreys,138% to 400% of Poverty,915
4636,2018,Jackson,All Incomes,1258
4637,2018,Jackson,<= 200% of Poverty,766
4638,2018,Jackson,<= 250% of Poverty,894
4639,2018,Jackson,<= 138% of Poverty,541
4640,2018,Jackson,<= 400% of Poverty,1131
4641,2018,Jackson,138% to 400% of Poverty,590
4642,2018,Jefferson,All Incomes,5228
4643,2018,Jefferson,<= 200% of Poverty,3080
4644,2018,Jefferson,<= 250% of Poverty,3693
4645,2018,Jefferson,<= 138% of Poverty,2017
4646,2018,Jefferson,<= 400% of Poverty,4644
4647,2018,Jefferson,138% to 400% of Poverty,2627
4648,2018,Johnson,All Incomes,1579
4649,2018,Johnson,<= 200% of Poverty,997
4650,2018,Johnson,<= 250% of Poverty,1155
4651,2018,Johnson,<= 138% of Poverty,710
4652,2018,Johnson,<= 400% of Poverty,1441
4653,2018,Johnson,138% to 400% of Poverty,731
4654,2018,Knox,All Incomes,39398
4655,2018,Knox,<= 200% of Poverty,22212
4656,2018,Knox,<= 250% of Poverty,26673
4657,2018,Knox,<= 138% of Poverty,15370
4658,2018,Knox,<= 400% of Poverty,34046
4659,2018,Knox,138% to 400% of Poverty,18676
4660,2018,Lake,All Incomes,452
4661,2018,Lake,<= 200% of Poverty,290
4662,2018,Lake,<= 250% of Poverty,335
4663,2018,Lake,<= 138% of Poverty,222
4664,2018,Lake,<= 400% of Poverty,408
4665,2018,Lake,138% to 400% of Poverty,186
4666,2018,Lauderdale,All Incomes,2457
4667,2018,Lauderdale,<= 200% of Poverty,1528
4668,2018,Lauderdale,<= 250% of Poverty,1791
4669,2018,Lauderdale,<= 138% of Poverty,1106
4670,2018,Lauderdale,<= 400% of Poverty,2238
4671,2018,Lauderdale,138% to 400% of Poverty,1132
4672,2018,Lawrence,All Incomes,4413
4673,2018,Lawrence,<= 200% of Poverty,2517
4674,2018,Lawrence,<= 250% of Poverty,3042
4675,2018,Lawrence,<= 138% of Poverty,1725
4676,2018,Lawrence,<= 400% of Poverty,3907
4677,2018,Lawrence,138% to 400% of Poverty,2182
4678,2018,Lewis,All Incomes,1231
4679,2018,Lewis,<= 200% of Poverty,738
4680,2018,Lewis,<= 250% of Poverty,869
4681,2018,Lewis,<= 138% of Poverty,523
4682,2018,Lewis,<= 400% of Poverty,1102
4683,2018,Lewis,138% to 400% of Poverty,579
4684,2018,Lincoln,All Incomes,3348
4685,2018,Lincoln,<= 200% of Poverty,1883
4686,2018,Lincoln,<= 250% of Poverty,2264
4687,2018,Lincoln,<= 138% of Poverty,1313
4688,2018,Lincoln,<= 400% of Poverty,2928
4689,2018,Lincoln,138% to 400% of Poverty,1615
4690,2018,Loudon,All Incomes,5091
4691,2018,Loudon,<= 200% of Poverty,2829
4692,2018,Loudon,<= 250% of Poverty,3369
4693,2018,Loudon,<= 138% of Poverty,1818
4694,2018,Loudon,<= 400% of Poverty,4424
4695,2018,Loudon,138% to 400% of Poverty,2606
4696,2018,McMinn,All Incomes,5341
4697,2018,McMinn,<= 200% of Poverty,3228
4698,2018,McMinn,<= 250% of Poverty,3802
4699,2018,McMinn,<= 138% of Poverty,2215
4700,2018,McMinn,<= 400% of Poverty,4796
4701,2018,McMinn,138% to 400% of Poverty,2581
4702,2018,McNairy,All Incomes,2617
4703,2018,McNairy,<= 200% of Poverty,1628
4704,2018,McNairy,<= 250% of Poverty,1890
4705,2018,McNairy,<= 138% of Poverty,1114
4706,2018,McNairy,<= 400% of Poverty,2353
4707,2018,McNairy,138% to 400% of Poverty,1239
4708,2018,Macon,All Incomes,2895
4709,2018,Macon,<= 200% of Poverty,1763
4710,2018,Macon,<= 250% of Poverty,2115
4711,2018,Macon,<= 138% of Poverty,1259
4712,2018,Macon,<= 400% of Poverty,2616
4713,2018,Macon,138% to 400% of Poverty,1357
4714,2018,Madison,All Incomes,8735
4715,2018,Madison,<= 200% of Poverty,5083
4716,2018,Madison,<= 250% of Poverty,6089
4717,2018,Madison,<= 138% of Poverty,3515
4718,2018,Madison,<= 400% of Poverty,7725
4719,2018,Madison,138% to 400% of Poverty,4210
4720,2018,Marion,All Incomes,2609
4721,2018,Marion,<= 200% of Poverty,1401
4722,2018,Marion,<= 250% of Poverty,1698
4723,2018,Marion,<= 138% of Poverty,972
4724,2018,Marion,<= 400% of Poverty,2279
4725,2018,Marion,138% to 400% of Poverty,1307
4726,2018,Marshall,All Incomes,3102
4727,2018,Marshall,<= 200% of Poverty,1719
4728,2018,Marshall,<= 250% of Poverty,2070
4729,2018,Marshall,<= 138% of Poverty,1140
4730,2018,Marshall,<= 400% of Poverty,2724
4731,2018,Marshall,138% to 400% of Poverty,1584
4732,2018,Maury,All Incomes,8055
4733,2018,Maury,<= 200% of Poverty,4325
4734,2018,Maury,<= 250% of Poverty,5264
4735,2018,Maury,<= 138% of Poverty,2812
4736,2018,Maury,<= 400% of Poverty,6947
4737,2018,Maury,138% to 400% of Poverty,4135
4738,2018,Meigs,All Incomes,1177
4739,2018,Meigs,<= 200% of Poverty,675
4740,2018,Meigs,<= 250% of Poverty,815
4741,2018,Meigs,<= 138% of Poverty,471
4742,2018,Meigs,<= 400% of Poverty,1040
4743,2018,Meigs,138% to 400% of Poverty,569
4744,2018,Monroe,All Incomes,5081
4745,2018,Monroe,<= 200% of Poverty,3002
4746,2018,Monroe,<= 250% of Poverty,3586
4747,2018,Monroe,<= 138% of Poverty,2146
4748,2018,Monroe,<= 400% of Poverty,4571
4749,2018,Monroe,138% to 400% of Poverty,2425
4750,2018,Montgomery,All Incomes,16046
4751,2018,Montgomery,<= 200% of Poverty,8915
4752,2018,Montgomery,<= 250% of Poverty,10803
4753,2018,Montgomery,<= 138% of Poverty,5751
4754,2018,Montgomery,<= 400% of Poverty,13965
4755,2018,Montgomery,138% to 400% of Poverty,8214
4756,2018,Moore,All Incomes,474
4757,2018,Moore,<= 200% of Poverty,255
4758,2018,Moore,<= 250% of Poverty,317
4759,2018,Moore,<= 138% of Poverty,167
4760,2018,Moore,<= 400% of Poverty,415
4761,2018,Moore,138% to 400% of Poverty,248
4762,2018,Morgan,All Incomes,2069
4763,2018,Morgan,<= 200% of Poverty,1302
4764,2018,Morgan,<= 250% of Poverty,1514
4765,2018,Morgan,<= 138% of Poverty,926
4766,2018,Morgan,<= 400% of Poverty,1858
4767,2018,Morgan,138% to 400% of Poverty,932
4768,2018,Obion,All Incomes,2755
4769,2018,Obion,<= 200% of Poverty,1678
4770,2018,Obion,<= 250% of Poverty,1949
4771,2018,Obion,<= 138% of Poverty,1186
4772,2018,Obion,<= 400% of Poverty,2461
4773,2018,Obion,138% to 400% of Poverty,1275
4774,2018,Overton,All Incomes,2141
4775,2018,Overton,<= 200% of Poverty,1236
4776,2018,Overton,<= 250% of Poverty,1498
4777,2018,Overton,<= 138% of Poverty,870
4778,2018,Overton,<= 400% of Poverty,1927
4779,2018,Overton,138% to 400% of Poverty,1057
4780,2018,Perry,All Incomes,844
4781,2018,Perry,<= 200% of Poverty,510
4782,2018,Perry,<= 250% of Poverty,614
4783,2018,Perry,<= 138% of Poverty,375
4784,2018,Perry,<= 400% of Poverty,770
4785,2018,Perry,138% to 400% of Poverty,395
4786,2018,Pickett,All Incomes,501
4787,2018,Pickett,<= 200% of Poverty,283
4788,2018,Pickett,<= 250% of Poverty,350
4789,2018,Pickett,<= 138% of Poverty,197
4790,2018,Pickett,<= 400% of Poverty,449
4791,2018,Pickett,138% to 400% of Poverty,252
4792,2018,Polk,All Incomes,1826
4793,2018,Polk,<= 200% of Poverty,1061
4794,2018,Polk,<= 250% of Poverty,1270
4795,2018,Polk,<= 138% of Poverty,756
4796,2018,Polk,<= 400% of Poverty,1603
4797,2018,Polk,138% to 400% of Poverty,847
4798,2018,Putnam,All Incomes,7767
4799,2018,Putnam,<= 200% of Poverty,4868
4800,2018,Putnam,<= 250% of Poverty,5656
4801,2018,Putnam,<= 138% of Poverty,3435
4802,2018,Putnam,<= 400% of Poverty,6946
4803,2018,Putnam,138% to 400% of Poverty,3511
4804,2018,Rhea,All Incomes,3335
4805,2018,Rhea,<= 200% of Poverty,1990
4806,2018,Rhea,<= 250% of Poverty,2313
4807,2018,Rhea,<= 138% of Poverty,1428
4808,2018,Rhea,<= 400% of Poverty,2965
4809,2018,Rhea,138% to 400% of Poverty,1537
4810,2018,Roane,All Incomes,4516
4811,2018,Roane,<= 200% of Poverty,2632
4812,2018,Roane,<= 250% of Poverty,3096
4813,2018,Roane,<= 138% of Poverty,1760
4814,2018,Roane,<= 400% of Poverty,3940
4815,2018,Roane,138% to 400% of Poverty,2180
4816,2018,Robertson,All Incomes,7334
4817,2018,Robertson,<= 200% of Poverty,3779
4818,2018,Robertson,<= 250% of Poverty,4645
4819,2018,Robertson,<= 138% of Poverty,2443
4820,2018,Robertson,<= 400% of Poverty,6306
4821,2018,Robertson,138% to 400% of Poverty,3863
4822,2018,Rutherford,All Incomes,29160
4823,2018,Rutherford,<= 200% of Poverty,15335
4824,2018,Rutherford,<= 250% of Poverty,18627
4825,2018,Rutherford,<= 138% of Poverty,9971
4826,2018,Rutherford,<= 400% of Poverty,25143
4827,2018,Rutherford,138% to 400% of Poverty,15172
4828,2018,Scott,All Incomes,2373
4829,2018,Scott,<= 200% of Poverty,1482
4830,2018,Scott,<= 250% of Poverty,1726
4831,2018,Scott,<= 138% of Poverty,1085
4832,2018,Scott,<= 400% of Poverty,2163
4833,2018,Scott,138% to 400% of Poverty,1078
4834,2018,Sequatchie,All Incomes,1368
4835,2018,Sequatchie,<= 200% of Poverty,800
4836,2018,Sequatchie,<= 250% of Poverty,932
4837,2018,Sequatchie,<= 138% of Poverty,536
